file_name,yolo_model_confidence,yolo_class_id,yolo_xy_coords,ocr_bbox,ocr_bbox_norm,ocr_confidence,ocr_label,ocr_text,ocr_region,ocr_region_confidence,vehicle,no vehicle,car,bus,truck,motorcycle,only license plate
lp_train_311,0.453326225280762,0,"[94.71289825439453, 17.908172607421875, 350.8753662109375, 443.6803894042969]",NA,NA,NA,NA,NA,NA,NA,{'score': 0.00023108407913241535},{'score': 0.00012144825450377539},{'score': 0.00011592807277338579},{'score': 2.979682176373899e-05},{'score': 4.398153396323323e-05},{'score': 2.275399492646102e-05},{'score': 0.9994350075721741}
lp_train_3110,0.845553636550903,0,"[286.89471435546875, 173.61309814453125, 392.36395263671875, 233.57460021972656]","[290, 172, 390, 231]","[0.614406779661017, 0.5676567656765676, 0.826271186440678, 0.7623762376237624]","[0.9998613595962524, 0.9999281167984009, 0.9998359680175781, 0.9999837875366211, 0.9998175501823425, 0.9999690055847168, 0.9998674392700195, 0.9999597072601318, 0.9998441934585571, 0.9999865293502808]",License Plate,51F07973,Vietnam,1,{'score': 0.12236849963665009},{'score': 0.03406655788421631},{'score': 0.11323454976081848},{'score': 0.03165917843580246},{'score': 0.10988830775022507},{'score': 0.0016207527369260788},{'score': 0.5871621370315552}
lp_train_3111,0.837698519229889,0,"[250.96749877929688, 201.88143920898438, 355.30419921875, 247.19898986816406]","[255, 203, 352, 242]","[0.5402542372881356, 0.66996699669967, 0.7457627118644068, 0.7986798679867987]","[0.9996775388717651, 0.9999419450759888, 0.9998276233673096, 0.9999827146530151, 0.9997381567955017, 0.9999598264694214, 0.9997981190681458, 0.999924898147583, 0.9994204044342041, 0.9999662637710571]",License Plate,51F07973,Vietnam,1,{'score': 0.09135498851537704},{'score': 0.09379884600639343},{'score': 0.03715620934963226},{'score': 0.07852418720722198},{'score': 0.05296396091580391},{'score': 0.0010228746104985476},{'score': 0.6451789736747742}
lp_train_3112,0.268844038248062,0,"[239.1525115966797, 148.6062469482422, 335.7222900390625, 187.81622314453125]","[240, 151, 335, 193]","[0.5084745762711864, 0.49834983498349833, 0.7097457627118644, 0.636963696369637]","[0.999943733215332, 0.9998661279678345, 0.999737560749054, 0.9999499320983887, 0.9997740387916565, 0.9998736381530762, 0.9997550845146179, 0.999936580657959, 0.999997615814209, 0.9999995231628418]",License Plate,51F61712,Vietnam,1,{'score': 0.15209051966667175},{'score': 0.015649477019906044},{'score': 0.2819173038005829},{'score': 0.002922328654676676},{'score': 0.009471180848777294},{'score': 0.0004922004882246256},{'score': 0.5374570488929749}
lp_train_3113,0.615859568119049,0,"[228.61569213867188, 123.51268005371094, 317.8566589355469, 176.0198974609375]","[229, 122, 318, 175]","[0.4851694915254237, 0.40264026402640263, 0.673728813559322, 0.5775577557755776]","[0.99973064661026, 0.9993135929107666, 0.9997609257698059, 0.9999299049377441, 0.9989062547683716, 0.9998525381088257, 0.9996864795684814, 0.9999327659606934, 0.9999973773956299, 0.9999991655349731]",License Plate,51F61712,Vietnam,1,{'score': 0.20846623182296753},{'score': 0.033507149666547775},{'score': 0.17011402547359467},{'score': 0.00743524357676506},{'score': 0.04008346050977707},{'score': 0.00041159859392791986},{'score': 0.5399823188781738}
lp_train_3114,0.84903484582901,0,"[263.5470275878906, 171.14517211914062, 365.1048889160156, 225.3574981689453]","[265, 171, 361, 221]","[0.5614406779661016, 0.5643564356435643, 0.7648305084745762, 0.7293729372937293]","[0.9998633861541748, 0.9999113082885742, 0.9996716976165771, 0.9999675750732422, 0.9997268319129944, 0.9999829530715942, 0.9998708963394165, 0.9998798370361328, 0.9999923706054688, 0.9999977350234985]",License Plate,51F63034,Vietnam,1,{'score': 0.16380125284194946},{'score': 0.033656392246484756},{'score': 0.19596706330776215},{'score': 0.004834100604057312},{'score': 0.08224906027317047},{'score': 0.001531708869151771},{'score': 0.5179604887962341}
lp_train_3115,0.84936249256134,0,"[227.62591552734375, 190.7898406982422, 324.1984558105469, 236.38775634765625]","[230, 196, 322, 229]","[0.4872881355932203, 0.6468646864686468, 0.6822033898305084, 0.7557755775577558]","[0.9998161196708679, 0.9998559951782227, 0.9997451901435852, 0.9999502897262573, 0.9997193217277527, 0.9999837875366211, 0.999872088432312, 0.9998869895935059, 0.9999971389770508, 0.9999980926513672]",License Plate,51F63034,Vietnam,1,{'score': 0.12170419842004776},{'score': 0.02995670959353447},{'score': 0.16159947216510773},{'score': 0.006637163460254669},{'score': 0.03784240037202835},{'score': 0.001816015923395753},{'score': 0.6404440402984619}
lp_train_3116,0.364963233470917,0,"[161.22479248046875, 181.46728515625, 215.44528198242188, 192.95054626464844]","[161, 181, 214, 193]","[0.3411016949152542, 0.5973597359735974, 0.4533898305084746, 0.636963696369637]","[0.4300904870033264, 0.8093004822731018, 0.5181513428688049, 0.9973662495613098, 0.9963371753692627, 0.9569568037986755, 0.9688463807106018, 0.9826207756996155, 0.9999775886535645, 0.9999880790710449]",License Plate,1I72261,Switzerland,0.548896193504334,{'score': 0.24912996590137482},{'score': 0.018329748883843422},{'score': 0.649861216545105},{'score': 0.0104875722900033},{'score': 0.010282096453011036},{'score': 0.050866320729255676},{'score': 0.011043120175600052}
lp_train_3117,0.823063552379608,0,"[262.8841247558594, 196.38291931152344, 363.2835693359375, 229.55848693847656]","[265, 197, 360, 231]","[0.5614406779661016, 0.6501650165016502, 0.7627118644067796, 0.7623762376237624]","[0.9997710585594177, 0.9999747276306152, 0.9999958276748657, 0.9999711513519287, 0.9999306201934814, 0.9999575614929199, 0.9999626874923706, 0.9999330043792725, 0.9999898672103882, 0.9999955892562866]",License Plate,51A69172,Vietnam,0.99999988079071,{'score': 0.25403785705566406},{'score': 0.19611214101314545},{'score': 0.2385045289993286},{'score': 0.00949168298393488},{'score': 0.039580073207616806},{'score': 0.006802419666200876},{'score': 0.25547128915786743}
lp_train_3118,0.858611166477203,0,"[159.8387451171875, 217.1133270263672, 270.12884521484375, 280.53802490234375]","[162, 221, 266, 275]","[0.3432203389830508, 0.7293729372937293, 0.5635593220338984, 0.9075907590759076]","[0.9994584918022156, 0.9999089241027832, 0.999529242515564, 0.9997814297676086, 0.9998192191123962, 0.9996854066848755, 0.9995613694190979, 0.9999181032180786, 0.9999854564666748, 0.9999932050704956]",License Plate,51F16159,Vietnam,0.999999284744263,{'score': 0.08769800513982773},{'score': 0.01261379849165678},{'score': 0.18730634450912476},{'score': 0.0019467361271381378},{'score': 0.02540055848658085},{'score': 0.004001786932349205},{'score': 0.6810327768325806}
lp_train_3119,0.887337863445282,0,"[219.15036010742188, 197.7352752685547, 323.8597412109375, 256.9989318847656]","[223, 200, 320, 250]","[0.4724576271186441, 0.6600660066006601, 0.6779661016949152, 0.8250825082508251]","[0.9998679161071777, 0.9998908042907715, 0.9997861981391907, 0.999955415725708, 0.9998733997344971, 0.9996347427368164, 0.9995214939117432, 0.9998881816864014, 0.9999785423278809, 0.9999923706054688]",License Plate,51F16159,Vietnam,1,{'score': 0.06001313403248787},{'score': 0.004152136854827404},{'score': 0.12127497047185898},{'score': 0.0006275225314311683},{'score': 0.009149701334536076},{'score': 0.0018508577486500144},{'score': 0.8029316663742065}
lp_train_312,0.834097504615784,0,"[704.2162475585938, 654.7699584960938, 867.119384765625, 735.91748046875]","[704, 665, 858, 736]","[0.4512820512820513, 0.6394230769230769, 0.55, 0.7076923076923077]","[0.9999659061431885, 0.9999581575393677, 0.9999841451644897, 0.9999499320983887, 0.9999418258666992, 0.9999430179595947, 0.9999159574508667, 0.9999966621398926, 0.9999984502792358, 0.9999990463256836]",License Plate,ECL7663,United States,0.999999284744263,{'score': 0.18004973232746124},{'score': 0.2274288535118103},{'score': 0.2138310670852661},{'score': 0.0050288052298128605},{'score': 0.006250790320336819},{'score': 0.002331805881112814},{'score': 0.36507895588874817}
lp_train_3120,0.869148433208466,0,"[200.63424682617188, 217.87950134277344, 309.5538330078125, 282.0397033691406]","[200, 220, 304, 279]","[0.423728813559322, 0.7260726072607261, 0.6440677966101694, 0.9207920792079208]","[0.9999573230743408, 0.9998456239700317, 0.9999849796295166, 0.9998859167098999, 0.9998658895492554, 0.9999473094940186, 0.9995207786560059, 0.999942421913147, 0.9999760389328003, 0.9999942779541016]",License Plate,61A22959,Vietnam,0.999999523162842,{'score': 0.18661488592624664},{'score': 0.04550753906369209},{'score': 0.4015515148639679},{'score': 0.005193346180021763},{'score': 0.013759035617113113},{'score': 0.0021897261030972004},{'score': 0.3451839089393616}
lp_train_3121,0.834985733032227,0,"[232.13763427734375, 200.07000732421875, 334.8382873535156, 239.41302490234375]","[235, 204, 331, 236]","[0.4978813559322034, 0.6732673267326733, 0.701271186440678, 0.7788778877887789]","[0.999955415725708, 0.9999790191650391, 0.9999958276748657, 0.9999357461929321, 0.9999262094497681, 0.9999421834945679, 0.9998507499694824, 0.9999608993530273, 0.9999954700469971, 0.9999985694885254]",License Plate,61A22959,Vietnam,1,{'score': 0.2235698699951172},{'score': 0.11361715942621231},{'score': 0.23859292268753052},{'score': 0.0055236793123185635},{'score': 0.010135523974895477},{'score': 0.0015672558220103383},{'score': 0.406993567943573}
lp_train_3122,0.879304468631744,0,"[193.80621337890625, 215.84494018554688, 300.6513671875, 276.71563720703125]","[195, 221, 298, 270]","[0.413135593220339, 0.7293729372937293, 0.6313559322033898, 0.8910891089108911]","[0.9998970031738281, 0.9999524354934692, 0.9971147775650024, 0.999596893787384, 0.9999300241470337, 0.9996718168258667, 0.9999628067016602, 0.9999213218688965, 0.999997615814209, 0.9999994039535522]",License Plate,51G10209,Vietnam,0.999998927116394,{'score': 0.18116998672485352},{'score': 0.07246650755405426},{'score': 0.4099615216255188},{'score': 0.002819247543811798},{'score': 0.008116587065160275},{'score': 0.0035534915514290333},{'score': 0.32191264629364014}
lp_train_3123,0.797372996807098,0,"[215.4332275390625, 204.8621826171875, 316.56048583984375, 242.51327514648438]","[218, 209, 313, 236]","[0.461864406779661, 0.6897689768976898, 0.663135593220339, 0.7788778877887789]","[0.999887228012085, 0.9999719858169556, 0.9998619556427002, 0.999977707862854, 0.9999477863311768, 0.9998515844345093, 0.9999815225601196, 0.9999712705612183, 0.9999958276748657, 0.9999994039535522]",License Plate,51G10209,Vietnam,0.99999988079071,{'score': 0.2889489531517029},{'score': 0.04811445623636246},{'score': 0.2933559715747833},{'score': 0.03597995266318321},{'score': 0.04308808222413063},{'score': 0.0041969032026827335},{'score': 0.2863156199455261}
lp_train_3124,0.883449018001556,0,"[233.08409118652344, 184.51748657226562, 332.9581604003906, 242.99778747558594]","[234, 183, 330, 240]","[0.4957627118644068, 0.6039603960396039, 0.6991525423728814, 0.7920792079207921]","[0.9999223947525024, 0.999874472618103, 0.9993429780006409, 0.9999213218688965, 0.9995354413986206, 0.9998902082443237, 0.9999737739562988, 0.9999473094940186, 0.999981164932251, 0.9999974966049194]",License Plate,51G37307,Vietnam,0.999995470046997,{'score': 0.2517838180065155},{'score': 0.02054058201611042},{'score': 0.3819626271724701},{'score': 0.003112238831818104},{'score': 0.08943276852369308},{'score': 0.002210193546488881},{'score': 0.250957727432251}
lp_train_3125,0.598411738872528,0,"[211.7893829345703, 187.9504852294922, 306.5222473144531, 227.95193481445312]","[219, 189, 304, 222]","[0.4639830508474576, 0.6237623762376238, 0.6440677966101694, 0.7326732673267327]","[0.9662370085716248, 0.9894240498542786, 0.9934222102165222, 0.9824421405792236, 0.9912173748016357, 0.992793083190918, 0.9930011034011841, 0.9996200799942017, 0.9999889135360718, 0.999994158744812]",License Plate,IG37307,Romania,0.259469836950302,{'score': 0.2027411162853241},{'score': 0.029756609350442886},{'score': 0.2133471965789795},{'score': 0.0031533946748822927},{'score': 0.04629497975111008},{'score': 0.0019039715407416224},{'score': 0.5028026700019836}
lp_train_3126,0.37489777803421,0,"[237.55258178710938, 158.33456420898438, 330.29852294921875, 200.58587646484375]","[240, 159, 328, 198]","[0.5084745762711864, 0.5247524752475248, 0.6949152542372882, 0.6534653465346535]","[0.9999109506607056, 0.9999818801879883, 0.9997907280921936, 0.9999909400939941, 0.9999783039093018, 0.9999836683273315, 0.9998874664306641, 0.9999722242355347, 0.9999487400054932, 0.9999833106994629]",License Plate,51D10039,Vietnam,0.99999988079071,{'score': 0.17105324566364288},{'score': 0.09052932262420654},{'score': 0.13230909407138824},{'score': 0.01528375968337059},{'score': 0.059921085834503174},{'score': 0.0017009623115882277},{'score': 0.5292025804519653}
lp_train_3127,0.866771638393402,0,"[222.71304321289062, 161.50160217285156, 311.90618896484375, 216.3714141845703]","[223, 162, 311, 212]","[0.4724576271186441, 0.5346534653465347, 0.6588983050847458, 0.6996699669966997]","[0.9998134970664978, 0.9999712705612183, 0.9999703168869019, 0.9998444318771362, 0.9997654557228088, 0.9999115467071533, 0.9998726844787598, 0.9964300990104675, 0.9999898672103882, 0.9999939203262329]",License Plate,60A35981,Vietnam,0.999998807907105,{'score': 0.08863919228315353},{'score': 0.11072515696287155},{'score': 0.19381344318389893},{'score': 0.0008237918955273926},{'score': 0.009283935651183128},{'score': 0.0024502999149262905},{'score': 0.5942642688751221}
lp_train_3128,0.832587659358978,0,"[208.85223388671875, 173.56561279296875, 312.0451965332031, 221.2051544189453]","[213, 175, 316, 221]","[0.451271186440678, 0.5775577557755776, 0.6694915254237288, 0.7293729372937293]","[0.9987576007843018, 0.9999154806137085, 0.999991774559021, 0.9999639987945557, 0.9999277591705322, 0.9999682903289795, 0.999956488609314, 0.9999423027038574, 0.9999954700469971, 0.9999990463256836]",License Plate,51A89714,Vietnam,0.999999761581421,{'score': 0.2754547595977783},{'score': 0.04065120592713356},{'score': 0.3591812551021576},{'score': 0.006379612721502781},{'score': 0.02013271301984787},{'score': 0.0015166151570156217},{'score': 0.29668378829956055}
lp_train_3129,0.451853841543198,0,"[210.20176696777344, 211.08978271484375, 312.7950439453125, 274.8064270019531]","[207, 216, 310, 271]","[0.4385593220338983, 0.7128712871287128, 0.6567796610169492, 0.8943894389438944]","[0.9799790382385254, 0.9998838901519775, 0.9999818801879883, 0.9998873472213745, 0.9999706745147705, 0.9998372793197632, 0.9990898370742798, 0.999870777130127, 0.9999892711639404, 0.9999983310699463]",License Plate,51A60216,Vietnam,0.999999523162842,{'score': 0.21084021031856537},{'score': 0.051367536187171936},{'score': 0.37083590030670166},{'score': 0.006380864419043064},{'score': 0.015860559418797493},{'score': 0.0033864283468574286},{'score': 0.3413284718990326}
lp_train_313,0.913955986499786,0,"[135.0176239013672, 379.04052734375, 964.4075317382812, 810.6837158203125]","[58, 327, 1060, 832]","[0.051555555555555556, 0.3005514705882353, 0.9422222222222222, 0.7647058823529411]","[0.9998502731323242, 0.9986868500709534, 0.9984222650527954, 0.999879002571106, 0.9911330342292786, 0.9996464252471924, 0.9807764887809753, 0.9999063014984131, 0.9999663829803467, 0.9999775886535645]",License Plate,MSFTIPO,United States,0.999839663505554,{'score': 0.0076090674847364426},{'score': 0.0014166474575176835},{'score': 0.01867295429110527},{'score': 0.0006131396512500942},{'score': 0.004746697843074799},{'score': 0.002990777138620615},{'score': 0.9639507532119751}
lp_train_3130,0.844507455825806,0,"[217.79666137695312, 194.70652770996094, 315.5094909667969, 250.34475708007812]","[214, 200, 315, 246]","[0.4533898305084746, 0.6600660066006601, 0.6673728813559322, 0.8118811881188119]","[0.9999125003814697, 0.9999411106109619, 0.9999945163726807, 0.9999586343765259, 0.9999876022338867, 0.9999071359634399, 0.9998849630355835, 0.999895453453064, 0.999993085861206, 0.9999990463256836]",License Plate,51A60216,Vietnam,0.999999761581421,{'score': 0.19276271760463715},{'score': 0.10041376948356628},{'score': 0.3030073940753937},{'score': 0.0053270054049789906},{'score': 0.012773850932717323},{'score': 0.006084153428673744},{'score': 0.3796311318874359}
lp_train_3131,0.856208622455597,0,"[197.76087951660156, 200.94837951660156, 302.2267761230469, 253.7958984375]","[197, 210, 298, 279]","[0.4173728813559322, 0.693069306930693, 0.6313559322033898, 0.9207920792079208]","[0.4724358022212982, 0.8407905101776123, 0.9746979475021362, 0.9940735697746277, 0.9824569821357727, 0.9889485836029053, 0.990132212638855, 0.9982432126998901, 0.9995829463005066, 0.9999544620513916]",License Plate,51A72110,Vietnam,0.758427143096924,{'score': 0.11034919321537018},{'score': 0.026941223070025444},{'score': 0.07000347971916199},{'score': 0.0022351539228111506},{'score': 0.05337655171751976},{'score': 0.001054519903846085},{'score': 0.7360398769378662}
lp_train_3132,0.85646778345108,0,"[263.62799072265625, 233.52171325683594, 378.7264404296875, 292.76116943359375]","[266, 234, 377, 289]","[0.5635593220338984, 0.7722772277227723, 0.798728813559322, 0.9537953795379538]","[0.999930739402771, 0.9999444484710693, 0.9999916553497314, 0.9999841451644897, 0.9999459981918335, 0.999969482421875, 0.9999868869781494, 0.999922513961792, 0.99998939037323, 0.9999990463256836]",License Plate,51A96141,Vietnam,0.999999761581421,{'score': 0.30028626322746277},{'score': 0.013435724191367626},{'score': 0.31543105840682983},{'score': 0.08354345709085464},{'score': 0.06705816090106964},{'score': 0.00476379320025444},{'score': 0.2154814451932907}
lp_train_3133,0.850434958934784,0,"[188.47096252441406, 242.2163543701172, 297.0124206542969, 300.379638671875]","[188, 245, 296, 298]","[0.3983050847457627, 0.8085808580858086, 0.6271186440677966, 0.9834983498349835]","[0.9999117851257324, 0.9978888630867004, 0.999983549118042, 0.999977707862854, 0.9998154044151306, 0.9998687505722046, 0.9999243021011353, 0.9842439889907837, 0.9999339580535889, 0.999987006187439]",License Plate,51A96141,Vietnam,0.999998450279236,{'score': 0.08850768208503723},{'score': 0.007382434327155352},{'score': 0.302131712436676},{'score': 0.004347771871834993},{'score': 0.01716879941523075},{'score': 0.0031550065614283085},{'score': 0.5773066282272339}
lp_train_3134,0.848648488521576,0,"[114.25668334960938, 139.58016967773438, 214.9818572998047, 201.56069946289062]","[109, 143, 219, 199]","[0.2309322033898305, 0.47194719471947194, 0.4639830508474576, 0.6567656765676567]","[0.9999741315841675, 0.9998776912689209, 0.9999884366989136, 0.9999445676803589, 0.9999700784683228, 0.9999357461929321, 0.9999120235443115, 0.9998582601547241, 0.9999982118606567, 0.9999992847442627]",License Plate,29A51796,Vietnam,1,{'score': 0.3619218170642853},{'score': 0.00802307203412056},{'score': 0.2849608063697815},{'score': 0.21864460408687592},{'score': 0.09426090121269226},{'score': 0.007515804376453161},{'score': 0.02467300370335579}
lp_train_3135,0.808635234832764,0,"[310.8460998535156, 154.01406860351562, 358.5981750488281, 168.94393920898438]","[312, 155, 357, 168]","[0.6610169491525424, 0.5115511551155115, 0.7563559322033898, 0.5544554455445545]","[0.2655825912952423, 0.3594047427177429, 0.9146050810813904, 0.6286285519599915, 0.6156719326972961, 0.6313795447349548, 0.6107361912727356, 0.9739538431167603, 0.9993182420730591, 0.9997839331626892]",License Plate,G035981,Greece,0.854064166545868,{'score': 0.4868055582046509},{'score': 0.030762333422899246},{'score': 0.19220684468746185},{'score': 0.06426186114549637},{'score': 0.10606919229030609},{'score': 0.11228874325752258},{'score': 0.007605502847582102}
lp_train_3136,0.853487193584442,0,"[76.56713104248047, 178.307861328125, 183.46615600585938, 243.27471923828125]","[75, 173, 181, 239]","[0.15889830508474576, 0.570957095709571, 0.3834745762711864, 0.7887788778877888]","[0.9400743842124939, 0.6991012096405029, 0.8775429129600525, 0.887983500957489, 0.8448560833930969, 0.8889627456665039, 0.920649528503418, 0.9004074335098267, 0.9998024106025696, 0.9999175071716309]",License Plate,9A51796,Israel,0.395437508821487,{'score': 0.3499881625175476},{'score': 0.005601532757282257},{'score': 0.4996461868286133},{'score': 0.10928226262331009},{'score': 0.02647250145673752},{'score': 0.0036975808907300234},{'score': 0.005311755929142237}
lp_train_3137,0.837011516094208,0,"[221.8063201904297, 177.59461975097656, 321.5313415527344, 215.44015502929688]","[219, 180, 331, 217]","[0.4639830508474576, 0.594059405940594, 0.701271186440678, 0.7161716171617162]","[0.9999042749404907, 0.9999066591262817, 0.9996787309646606, 0.9998531341552734, 0.999441921710968, 0.9996806383132935, 0.9998856782913208, 0.999887228012085, 0.9999916553497314, 0.9999990463256836]",License Plate,51F44614,Vietnam,0.999999165534973,{'score': 0.28646668791770935},{'score': 0.05038309469819069},{'score': 0.12060853093862534},{'score': 0.048074692487716675},{'score': 0.14420971274375916},{'score': 0.0020986010786145926},{'score': 0.3481586277484894}
lp_train_3138,0.83652925491333,0,"[208.38648986816406, 162.0092010498047, 303.3511657714844, 212.6041259765625]","[204, 166, 317, 214]","[0.4322033898305085, 0.5478547854785478, 0.6716101694915254, 0.7062706270627063]","[0.9997971653938293, 0.9990634322166443, 0.9996888637542725, 0.9998956918716431, 0.9993601441383362, 0.9996778964996338, 0.9991293549537659, 0.9995282888412476, 0.9999662637710571, 0.9999961853027344]",License Plate,51F44614,Vietnam,0.999979138374329,{'score': 0.34793514013290405},{'score': 0.036682724952697754},{'score': 0.2928287386894226},{'score': 0.012340300716459751},{'score': 0.08035200089216232},{'score': 0.002033500000834465},{'score': 0.22782744467258453}
lp_train_3139,0.842908203601837,0,"[138.06378173828125, 207.46031188964844, 245.63876342773438, 264.2279357910156]","[142, 209, 242, 262]","[0.3008474576271186, 0.6897689768976898, 0.5127118644067796, 0.8646864686468647]","[0.9999312162399292, 0.9998925924301147, 0.999994158744812, 0.9999549388885498, 0.9999724626541138, 0.9999556541442871, 0.9999382495880127, 0.9999029636383057, 0.9999905824661255, 0.9999984502792358]",License Plate,29A51796,Vietnam,1,{'score': 0.34780699014663696},{'score': 0.011430338956415653},{'score': 0.5584079623222351},{'score': 0.016145577654242516},{'score': 0.03694215789437294},{'score': 0.002877654740586877},{'score': 0.026389187201857567}
lp_train_314,0.802428066730499,0,"[571.6156005859375, 477.1895446777344, 821.8031005859375, 556.2271728515625]","[570, 477, 824, 560]","[0.556640625, 0.6873198847262247, 0.8046875, 0.8069164265129684]","[0.5867771506309509, 0.8885864615440369, 0.5396966934204102, 0.6387951970100403, 0.4587119221687317, 0.2536787986755371, 0.2735215127468109, 0.9888458847999573, 0.9997045397758484, 0.9998602867126465]",License Plate,FA1155,Mexico,0.284535706043243,{'score': 0.009312557987868786},{'score': 0.007062534336000681},{'score': 0.022233521565794945},{'score': 0.00011541497951839119},{'score': 0.0001840959012042731},{'score': 7.043424557195976e-05},{'score': 0.9610214233398438}
lp_train_3140,0.403730362653732,0,"[201.7764434814453, 116.30121612548828, 244.91409301757812, 127.6087875366211]","[203, 115, 243, 126]","[0.4300847457627119, 0.3795379537953795, 0.5148305084745762, 0.4158415841584158]","[0.1305609792470932, 0.5653824210166931, 0.3563077449798584, 0.9782424569129944, 0.5131435394287109, 0.4988715648651123, 0.915164589881897, 0.5013439059257507, 0.9996291399002075, 0.9999362230300903]",License Plate,0CA36487,Vietnam,0.961517751216888,{'score': 0.36155229806900024},{'score': 0.04173298552632332},{'score': 0.4637891948223114},{'score': 0.024850748479366302},{'score': 0.06992866843938828},{'score': 0.007057057693600655},{'score': 0.031088953837752342}
lp_train_3141,0.298595368862152,0,"[233.95909118652344, 208.52627563476562, 335.8539733886719, 261.0691833496094]","[235, 216, 333, 252]","[0.4978813559322034, 0.7128712871287128, 0.7055084745762712, 0.8316831683168316]","[0.9998756647109985, 0.9996121525764465, 0.9999947547912598, 0.9999494552612305, 0.9999809265136719, 0.9998968839645386, 0.9998952150344849, 0.9999157190322876, 0.9999915361404419, 0.9999978542327881]",License Plate,51A60216,Vietnam,0.999999403953552,{'score': 0.08511557430028915},{'score': 0.0638592392206192},{'score': 0.14325149357318878},{'score': 0.0022920817136764526},{'score': 0.007386155426502228},{'score': 0.0013930100249126554},{'score': 0.6967024207115173}
lp_train_3142,0.819094359874725,0,"[242.95278930664062, 213.47592163085938, 346.7684631347656, 258.185546875]","[245, 219, 342, 249]","[0.5190677966101694, 0.7227722772277227, 0.7245762711864406, 0.8217821782178217]","[0.9999252557754517, 0.999916672706604, 0.9999924898147583, 0.9999929666519165, 0.9996758699417114, 0.9999593496322632, 0.999903678894043, 0.9997597336769104, 0.999964714050293, 0.9999951124191284]",License Plate,62A05195,Vietnam,1,{'score': 0.21792349219322205},{'score': 0.04853709414601326},{'score': 0.2580231726169586},{'score': 0.010697077959775925},{'score': 0.06469276547431946},{'score': 0.001161787542514503},{'score': 0.39896464347839355}
lp_train_3143,0.809147655963898,0,"[212.093994140625, 231.1822509765625, 316.119384765625, 263.7857971191406]","[215, 232, 313, 262]","[0.4555084745762712, 0.7656765676567657, 0.663135593220339, 0.8646864686468647]","[0.9996720552444458, 0.9999581575393677, 0.9996309280395508, 0.9999170303344727, 0.9993681311607361, 0.9998019337654114, 0.9999785423278809, 0.9999109506607056, 0.9999988079071045, 0.9999994039535522]",License Plate,51F24403,Vietnam,1,{'score': 0.2949065566062927},{'score': 0.04626132547855377},{'score': 0.412832647562027},{'score': 0.002927446737885475},{'score': 0.008507068268954754},{'score': 0.0025248494930565357},{'score': 0.2320401668548584}
lp_train_3144,0.84021008014679,0,"[197.55459594726562, 216.5612335205078, 295.3802795410156, 249.93252563476562]","[200, 220, 291, 244]","[0.423728813559322, 0.7260726072607261, 0.6165254237288136, 0.8052805280528053]","[0.9995837807655334, 0.9999517202377319, 0.9996365308761597, 0.9998987913131714, 0.9992851614952087, 0.999788224697113, 0.9999698400497437, 0.9998549222946167, 0.9999994039535522, 0.9999996423721313]",License Plate,51F24403,Vietnam,1,{'score': 0.24460774660110474},{'score': 0.01803809404373169},{'score': 0.5495042204856873},{'score': 0.00976149458438158},{'score': 0.009589520283043385},{'score': 0.0015422760043293238},{'score': 0.16695664823055267}
lp_train_3145,0.841599881649017,0,"[214.81663513183594, 180.33697509765625, 315.90020751953125, 229.3177947998047]","[216, 186, 312, 222]","[0.4576271186440678, 0.6138613861386139, 0.6610169491525424, 0.7326732673267327]","[0.9999732971191406, 0.9999783039093018, 0.9999947547912598, 0.9999260902404785, 0.9999217987060547, 0.9997795224189758, 0.9999330043792725, 0.9999672174453735, 0.9999973773956299, 0.9999991655349731]",License Plate,61A39534,Vietnam,1,{'score': 0.35389262437820435},{'score': 0.04610216245055199},{'score': 0.1890590637922287},{'score': 0.01079352106899023},{'score': 0.2652318477630615},{'score': 0.0011043029371649027},{'score': 0.1338164210319519}
lp_train_3146,0.863364636898041,0,"[200.0053253173828, 162.76333618164062, 291.4508056640625, 224.92453002929688]","[209, 226, 252, 263]","[0.4427966101694915, 0.7458745874587459, 0.5338983050847458, 0.8679867986798679]","[0.9999600648880005, 0.9999645948410034, 0.9999343156814575, 0.9999517202377319, 0.9999566078186035, 0.9999605417251587, 0.9999619722366333, 0.999975323677063, 0.9999847412109375, 0.9999878406524658]",License Plate,,Unknown,0.999963402748108,{'score': 0.31962159276008606},{'score': 0.037631746381521225},{'score': 0.34471645951271057},{'score': 0.0026414073072373867},{'score': 0.06527232378721237},{'score': 0.0012165239313617349},{'score': 0.22889995574951172}
lp_train_3147,0.861551463603973,0,"[276.79180908203125, 187.41961669921875, 382.9283752441406, 253.28359985351562]","[280, 188, 379, 250]","[0.5932203389830508, 0.6204620462046204, 0.8029661016949152, 0.8250825082508251]","[0.9998325109481812, 0.999794065952301, 0.9994677901268005, 0.9998382329940796, 0.9999161958694458, 0.9998247027397156, 0.9997183680534363, 0.999743640422821, 0.9999719858169556, 0.9999947547912598]",License Plate,51G51332,Vietnam,0.99999725818634,{'score': 0.10437197983264923},{'score': 0.02229088917374611},{'score': 0.1533123105764389},{'score': 0.008761513978242874},{'score': 0.04877571016550064},{'score': 0.003395985346287489},{'score': 0.659091591835022}
