,bbox,bbox_norm,confidence,label,text,region,region_confidence,file_name
2375,"[3, 108, 9, 38]","[0.02654867256637168, 0.9557522123893806, 0.20454545454545456, 0.8636363636363636]","[0.9999488592147827, 0.9999477863311768, 0.9997863173484802, 0.9998935461044312, 0.9996341466903687, 0.9998553991317749, 0.9999464750289917, 0.9998699426651001, 0.9999994039535522, 0.9999997615814209]",License Plate,51F24476,Vietnam,0.9999994039535522,lp_train_2991
2376,"[3, 99, 8, 36]","[0.0297029702970297, 0.9801980198019802, 0.1951219512195122, 0.8780487804878049]","[0.9999256134033203, 0.9999294281005859, 0.9996650218963623, 0.9999169111251831, 0.9995447993278503, 0.9998350143432617, 0.9999293088912964, 0.9998806715011597, 0.9999960660934448, 0.9999984502792358]",License Plate,51F24476,Vietnam,0.9999998807907104,lp_train_2992
2377,"[2, 49, 2, 12]","[0.04081632653061224, 1.0, 0.15384615384615385, 0.9230769230769231]","[0.5854634642601013, 0.9894105792045593, 0.9709704518318176, 0.9920550584793091, 0.912695586681366, 0.7403950095176697, 0.4239082336425781, 0.6471624970436096, 0.9669860601425171, 0.9997604489326477]",License Plate,51C22237,Vietnam,0.995984673500061,lp_train_2993
2378,"[2, 90, 0, 51]","[0.018691588785046728, 0.8411214953271028, 0.0, 0.8947368421052632]","[0.9977700710296631, 0.9997895359992981, 0.9998769760131836, 0.9953438639640808, 0.9998143315315247, 0.9996547698974609, 0.9980800151824951, 0.9999181032180786, 0.9999926090240479, 0.9999957084655762]",License Plate,56N7186,Vietnam,0.9999808073043823,lp_train_2994
2379,"[0, 98, 9, 62]","[0.0, 0.98989898989899, 0.125, 0.8611111111111112]","[0.9998382329940796, 0.9999744892120361, 0.999997615814209, 0.9999492168426514, 0.9999262094497681, 0.9999268054962158, 0.9999792575836182, 0.999138355255127, 0.9998728036880493, 0.9999942779541016]",License Plate,51A72444,Vietnam,1.0,lp_train_2995
2380,"[5, 101, 2, 67]","[0.04807692307692308, 0.9711538461538461, 0.02531645569620253, 0.8481012658227848]","[0.9997420907020569, 0.9989038705825806, 0.9997223019599915, 0.9999430179595947, 0.999264657497406, 0.9995664954185486, 0.99673992395401, 0.9993450045585632, 0.999998927116394, 0.9999994039535522]",License Plate,51F31118,Vietnam,0.9999992847442627,lp_train_2996
2381,"[0, 88, 8, 39]","[0.0, 0.9263157894736842, 0.1702127659574468, 0.8297872340425532]","[0.40447837114334106, 0.9986238479614258, 0.9989423155784607, 0.9997681975364685, 0.9997254014015198, 0.9996930360794067, 0.9995194673538208, 0.9997794032096863, 0.9999977350234985, 0.9999991655349731]",License Plate,31F31118,Vietnam,0.999996542930603,lp_train_2997
2382,"[6, 118, 17, 69]","[0.046153846153846156, 0.9076923076923077, 0.23943661971830985, 0.971830985915493]","[0.9998433589935303, 0.9999284744262695, 0.9993540644645691, 0.9999122619628906, 0.9996780157089233, 0.9998119473457336, 0.9998120665550232, 0.999586284160614, 0.9999974966049194, 0.9999991655349731]",License Plate,51G25481,Vietnam,0.9999908208847046,lp_train_2998
2383,"[9, 109, 1, 43]","[0.08108108108108109, 0.9819819819819819, 0.020833333333333332, 0.8958333333333334]","[0.9999258518218994, 0.9999222755432129, 0.9996386766433716, 0.9999479055404663, 0.9998557567596436, 0.999866247177124, 0.999886155128479, 0.9999099969863892, 0.9999996423721313, 0.9999998807907104]",License Plate,51G25481,Vietnam,1.0,lp_train_2999
2384,"[1, 224, 0, 141]","[0.004405286343612335, 0.986784140969163, 0.0, 0.9929577464788732]","[0.9999480247497559, 0.99988853931427, 0.6083073616027832, 0.9995695948600769, 0.9998856782913208, 0.9994184970855713, 0.9989859461784363, 0.9999949932098389, 0.9999985694885254, 0.9999990463256836]",License Plate,GZC4488,Mexico,0.9999103546142578,lp_train_300
2385,"[0, 38, 3, 12]","[0.0, 0.95, 0.21428571428571427, 0.8571428571428571]","[0.8461470007896423, 0.30625486373901367, 0.9703266620635986, 0.9020556807518005, 0.7551115155220032, 0.7642548680305481, 0.4662131071090698, 0.9900103211402893, 0.9999721050262451, 0.999985933303833]",License Plate,I022239,Israel,0.8906248211860657,lp_train_3000
2386,"[17, 102, 1, 48]","[0.13934426229508196, 0.8360655737704918, 0.01694915254237288, 0.8135593220338984]","[0.6814969778060913, 0.6245439052581787, 0.9655643701553345, 0.4569040834903717, 0.7170085310935974, 0.9168891906738281, 0.649713397026062, 0.9690462350845337, 0.7004606127738953, 0.9982200264930725]",License Plate,00DD44111,Vietnam,0.8875651359558105,lp_train_3001
2387,"[0, 94, 7, 33]","[0.0, 0.9791666666666666, 0.1891891891891892, 0.8918918918918919]","[0.9990504384040833, 0.999976396560669, 0.9999942779541016, 0.9999456405639648, 0.9998244643211365, 0.9998793601989746, 0.9999349117279053, 0.9999006986618042, 0.9999972581863403, 0.9999986886978149]",License Plate,51A85325,Vietnam,0.999996542930603,lp_train_3002
2388,"[0, 100, 0, 56]","[0.0, 0.970873786407767, 0.0, 0.9491525423728814]","[0.9830701947212219, 0.999354898929596, 0.9999701976776123, 0.9998779296875, 0.9995129108428955, 0.9997349381446838, 0.9997958540916443, 0.9990498423576355, 0.999962329864502, 0.9999837875366211]",License Plate,51A85325,Vietnam,0.9999988079071045,lp_train_3003
2389,NA,NA,NA,NA,NA,NA,NA,lp_train_3004
2390,"[0, 98, 6, 56]","[0.0, 0.9702970297029703, 0.10714285714285714, 1.0]","[0.9997957348823547, 0.9998793601989746, 0.9998223185539246, 0.9999287128448486, 0.9995508790016174, 0.9998952150344849, 0.9995334148406982, 0.9998296499252319, 0.9999048709869385, 0.9999953508377075]",License Plate,51F64619,Vietnam,1.0,lp_train_3005
2391,"[6, 88, 13, 50]","[0.06593406593406594, 0.967032967032967, 0.22033898305084745, 0.847457627118644]","[0.9999194145202637, 0.9998624324798584, 0.9993187189102173, 0.999860405921936, 0.9998313188552856, 0.9996715784072876, 0.9997355341911316, 0.9999587535858154, 0.9999938011169434, 0.9999916553497314]",License Plate,G47281,Spain,0.8670413494110107,lp_train_3006
2392,NA,NA,NA,NA,NA,NA,NA,lp_train_3007
2393,"[13, 113, 13, 45]","[0.104, 0.904, 0.22413793103448276, 0.7758620689655172]","[0.9999542236328125, 0.9999712705612183, 0.9998759031295776, 0.9999687671661377, 0.9999682903289795, 0.9999208450317383, 0.9999284744262695, 0.9998972415924072, 0.9999979734420776, 0.9999992847442627]",License Plate,51G21748,Vietnam,0.9999988079071045,lp_train_3008
2394,"[1, 48, 0, 12]","[0.020833333333333332, 1.0, 0.0, 1.0]","[0.6275349855422974, 0.9779730439186096, 0.9862807989120483, 0.8654557466506958, 0.9977508187294006, 0.5808185338973999, 0.9828498959541321, 0.996232807636261, 0.9971031546592712, 0.9999791383743286]",License Plate,60A03968,Vietnam,0.999997615814209,lp_train_3009
2395,"[0, 251, 6, 163]","[0.0, 0.9881889763779528, 0.03550295857988166, 0.9644970414201184]","[0.9999796152114868, 0.9392721652984619, 0.9994311928749084, 0.9997451901435852, 0.9999618530273438, 0.999268114566803, 0.9982112646102905, 0.9999788999557495, 0.9999935626983643, 0.9999949932098389]",License Plate,YOUTUBE,United States,0.9891303777694702,lp_train_301
2396,"[3, 90, 0, 36]","[0.02912621359223301, 0.8737864077669902, 0.0, 0.8780487804878049]","[0.9997865557670593, 0.9999374151229858, 0.9998053908348083, 0.9999830722808838, 0.9999562501907349, 0.9999555349349976, 0.9997126460075378, 0.9964035749435425, 0.9999791383743286, 0.9999978542327881]",License Plate,51G10096,Vietnam,0.9999997615814209,lp_train_3010
2397,"[0, 80, 0, 39]","[0.0, 0.963855421686747, 0.0, 0.8863636363636364]","[0.9982726573944092, 0.9995840191841125, 0.997771143913269, 0.9995816349983215, 0.999942421913147, 0.9999157190322876, 0.999873161315918, 0.9997332692146301, 0.9999909400939941, 0.9999959468841553]",License Plate,51G10096,Vietnam,0.9999796152114868,lp_train_3011
2398,"[18, 86, 1, 34]","[0.20454545454545456, 0.9772727272727273, 0.022222222222222223, 0.7555555555555555]","[0.9880993962287903, 0.9584408402442932, 0.9988818764686584, 0.9989941716194153, 0.9978085160255432, 0.9943596720695496, 0.9972232580184937, 0.9996594190597534, 0.9999183416366577, 0.9999101161956787]",License Plate,G37307,Spain,0.5032718777656555,lp_train_3012
2399,"[12, 113, 12, 59]","[0.10434782608695652, 0.9826086956521739, 0.2033898305084746, 1.0]","[0.9998264908790588, 0.9998527765274048, 0.9997121691703796, 0.9999443292617798, 0.9999315738677979, 0.9998486042022705, 0.9999161958694458, 0.9995983242988586, 0.9999877214431763, 0.9999986886978149]",License Plate,51G39466,Vietnam,0.9999995231628418,lp_train_3013
2400,"[0, 108, 3, 55]","[0.0, 0.9557522123893806, 0.05, 0.9166666666666666]","[0.9997861981391907, 0.9997448325157166, 0.9996843338012695, 0.9999850988388062, 0.9995348453521729, 0.9999622106552124, 0.9997779726982117, 0.9999033212661743, 0.9999490976333618, 0.9999881982803345]",License Plate,51F07973,Vietnam,0.9999986886978149,lp_train_3014
2401,"[4, 106, 4, 34]","[0.034782608695652174, 0.9217391304347826, 0.0975609756097561, 0.8292682926829268]","[0.9998377561569214, 0.9999350309371948, 0.9997668862342834, 0.999987006187439, 0.9997031092643738, 0.9999502897262573, 0.9999003410339355, 0.9999566078186035, 0.9999808073043823, 0.9999926090240479]",License Plate,51F07973,Vietnam,1.0,lp_train_3015
2402,"[1, 107, 15, 69]","[0.009174311926605505, 0.981651376146789, 0.20833333333333334, 0.9583333333333334]","[0.9998303651809692, 0.9998815059661865, 0.9997357726097107, 0.9999843835830688, 0.9997884631156921, 0.999745786190033, 0.9996771812438965, 0.9998290538787842, 0.9999860525131226, 0.999997615814209]",License Plate,51F06532,Vietnam,1.0,lp_train_3016
2403,"[9, 109, 8, 66]","[0.08108108108108109, 0.9819819819819819, 0.12121212121212122, 1.0]","[0.999485969543457, 0.9998722076416016, 0.999822199344635, 0.9999778270721436, 0.9994378685951233, 0.9996817111968994, 0.9997057318687439, 0.9993969202041626, 0.9999818801879883, 0.999997615814209]",License Plate,51F06532,Vietnam,1.0,lp_train_3017
2404,"[0, 55, 2, 12]","[0.0, 0.9821428571428571, 0.15384615384615385, 0.9230769230769231]","[0.20418213307857513, 0.6234717965126038, 0.5447496175765991, 0.5601747632026672, 0.5841763019561768, 0.4931739568710327, 0.8400096893310547, 0.6167760491371155, 0.8355335593223572, 0.997247040271759]",License Plate,10A03060,Vietnam,0.9792361855506897,lp_train_3018
2405,"[17, 109, 1, 34]","[0.1328125, 0.8515625, 0.024390243902439025, 0.8292682926829268]","[0.9999139308929443, 0.9998915195465088, 0.999798595905304, 0.9999487400054932, 0.9998757839202881, 0.9999074935913086, 0.9998331069946289, 0.9999387264251709, 0.9999984502792358, 0.9999992847442627]",License Plate,51F61712,Vietnam,1.0,lp_train_3019
2406,"[2, 376, 0, 184]","[0.005235602094240838, 0.9842931937172775, 0.0, 0.9945945945945946]","[0.9988045692443848, 0.9999808073043823, 0.9999091625213623, 0.9999542236328125, 0.9999181032180786, 0.9999076128005981, 0.9999971389770508, 0.9999998807907104, 0.9999998807907104, 0.9999998807907104]",License Plate,J95BCS,Mexico,0.9915556311607361,lp_train_302
2407,"[2, 91, 0, 25]","[0.02127659574468085, 0.9680851063829787, 0.0, 0.9259259259259259]","[0.9996129870414734, 0.9998340606689453, 0.9997155070304871, 0.9999409914016724, 0.9998230338096619, 0.9998846054077148, 0.9997087121009827, 0.9999226331710815, 0.9999862909317017, 0.9999967813491821]",License Plate,51F61712,Vietnam,0.9999998807907104,lp_train_3020
2408,"[0, 94, 6, 49]","[0.0, 0.9894736842105263, 0.1016949152542373, 0.8305084745762712]","[0.9937567710876465, 0.999983549118042, 0.999993085861206, 0.999940037727356, 0.9999405145645142, 0.9999289512634277, 0.9998431205749512, 0.9998335838317871, 0.9999333620071411, 0.9999852180480957]",License Plate,51A77529,Vietnam,1.0,lp_train_3021
2409,"[0, 92, 6, 40]","[0.0, 0.9583333333333334, 0.13043478260869565, 0.8695652173913043]","[0.999817430973053, 0.9999804496765137, 0.9999971389770508, 0.9999583959579468, 0.9999139308929443, 0.9998722076416016, 0.9999268054962158, 0.9999779462814331, 0.9999986886978149, 0.9999995231628418]",License Plate,51A77529,Vietnam,0.9999995231628418,lp_train_3022
2410,"[4, 99, 2, 28]","[0.038834951456310676, 0.9611650485436893, 0.0625, 0.875]","[0.998948872089386, 0.9998892545700073, 0.9999936819076538, 0.99998939037323, 0.9998761415481567, 0.9999388456344604, 0.9998601675033569, 0.9998906850814819, 0.9999755620956421, 0.9999970197677612]",License Plate,86A06844,Vietnam,1.0,lp_train_3023
2411,"[5, 108, 7, 43]","[0.045454545454545456, 0.9818181818181818, 0.14285714285714285, 0.8775510204081632]","[0.999921441078186, 0.9998468160629272, 0.9999120235443115, 0.9998764991760254, 0.9999206066131592, 0.9999525547027588, 0.9999281167984009, 0.999913215637207, 0.9997711777687073, 0.9998199343681335]",License Plate,93LD00103,Vietnam,0.998138427734375,lp_train_3024
2412,"[2, 98, 7, 38]","[0.02, 0.98, 0.16279069767441862, 0.8837209302325582]","[0.9998923540115356, 0.9998329877853394, 0.999842643737793, 0.9999340772628784, 0.9998669624328613, 0.9999632835388184, 0.9999514818191528, 0.999962568283081, 0.9997996687889099, 0.9997683167457581]",License Plate,93LD00103,Vietnam,0.9998074173927307,lp_train_3025
2413,"[0, 107, 2, 38]","[0.0, 0.9304347826086956, 0.0425531914893617, 0.8085106382978723]","[0.9998995065689087, 0.999956488609314, 0.9998183846473694, 0.999936580657959, 0.9998301267623901, 0.999862790107727, 0.9999527931213379, 0.9999794960021973, 0.9999986886978149, 0.9999996423721313]",License Plate,51F88270,Vietnam,0.9999994039535522,lp_train_3026
2414,"[0, 90, 5, 48]","[0.0, 0.967741935483871, 0.10416666666666667, 1.0]","[0.9992577433586121, 0.999937891960144, 0.9998562335968018, 0.9999344348907471, 0.9998373985290527, 0.9998812675476074, 0.9997380375862122, 0.99967360496521, 0.9999582767486572, 0.9999828338623047]",License Plate,51F88270,Vietnam,1.0,lp_train_3027
2415,"[0, 49, 1, 14]","[0.0, 1.0, 0.06666666666666667, 0.9333333333333333]","[0.997840166091919, 0.996250569820404, 0.9998295307159424, 0.706071674823761, 0.9993508458137512, 0.9985948204994202, 0.9503596425056458, 0.9787352681159973, 0.9995570778846741, 0.9999865293502808]",License Plate,51A04826,Vietnam,0.9999747276306152,lp_train_3028
2416,"[2, 106, 5, 33]","[0.01818181818181818, 0.9636363636363636, 0.125, 0.825]","[0.9998719692230225, 0.9999626874923706, 0.9998133778572083, 0.9999369382858276, 0.9998356103897095, 0.9997789263725281, 0.9999656677246094, 0.9999815225601196, 0.9999995231628418, 0.9999997615814209]",License Plate,51F88270,Vietnam,0.9999998807907104,lp_train_3029
2417,"[0, 368, 0, 189]","[0.0, 1.0, 0.0, 1.0]","[0.9998414516448975, 0.9998489618301392, 0.99992835521698, 0.9998754262924194, 0.9999381303787231, 0.9999102354049683, 0.9999337196350098, 0.9998786449432373, 0.9999891519546509, 0.9999943971633911]",License Plate,HB2705B,Mexico,0.9998487234115601,lp_train_303
2418,"[7, 112, 12, 39]","[0.061946902654867256, 0.9911504424778761, 0.2926829268292683, 0.9512195121951219]","[0.9998658895492554, 0.9999160766601562, 0.9996389150619507, 0.9998664855957031, 0.9996683597564697, 0.9999594688415527, 0.99985671043396, 0.9999570846557617, 0.9999961853027344, 0.9999986886978149]",License Plate,51F22029,Vietnam,0.9999988079071045,lp_train_3030
2419,"[7, 106, 0, 28]","[0.06422018348623854, 0.9724770642201835, 0.0, 0.9032258064516129]","[0.999881386756897, 0.9999301433563232, 0.9996342658996582, 0.9998737573623657, 0.9997662901878357, 0.99996018409729, 0.9998724460601807, 0.9999252557754517, 0.9999964237213135, 0.9999983310699463]",License Plate,51F22029,Vietnam,0.9999995231628418,lp_train_3031
2420,"[0, 106, 2, 31]","[0.0, 0.9906542056074766, 0.0625, 0.96875]","[0.9998511075973511, 0.9998338222503662, 0.9994107484817505, 0.9998786449432373, 0.9997226595878601, 0.9999432563781738, 0.9998455047607422, 0.9999629259109497, 0.9999966621398926, 0.9999985694885254]",License Plate,51F22029,Vietnam,0.9999991655349731,lp_train_3032
2421,"[2, 103, 6, 48]","[0.019230769230769232, 0.9903846153846154, 0.10344827586206896, 0.8275862068965517]","[0.9996218681335449, 0.9999455213546753, 0.9998550415039062, 0.9999556541442871, 0.9999496936798096, 0.9998875856399536, 0.9999055862426758, 0.9999474287033081, 0.9999951124191284, 0.9999983310699463]",License Plate,51G01440,Vietnam,0.9999998807907104,lp_train_3033
2422,NA,NA,NA,NA,NA,NA,NA,lp_train_3034
2423,"[3, 46, 1, 11]","[0.06382978723404255, 0.9787234042553191, 0.07692307692307693, 0.8461538461538461]","[0.36525723338127136, 0.2516242563724518, 0.5652528405189514, 0.3658033013343811, 0.5873456597328186, 0.4697258174419403, 0.6541966795921326, 0.8048269748687744, 0.9946580529212952, 0.999351441860199]",License Plate,51G3181,Vietnam,0.28586265444755554,lp_train_3035
2424,"[0, 98, 15, 68]","[0.0, 1.0, 0.19480519480519481, 0.8831168831168831]","[0.9382314085960388, 0.9991046786308289, 0.9994648098945618, 0.9997844099998474, 0.9994033575057983, 0.9982250332832336, 0.9982655644416809, 0.9026662111282349, 0.9997733235359192, 0.999924898147583]",License Plate,51G21670,Vietnam,0.9999966621398926,lp_train_3036
2425,"[2, 102, 6, 48]","[0.019417475728155338, 0.9902912621359223, 0.11538461538461539, 0.9230769230769231]","[0.9998257756233215, 0.9996134638786316, 0.999698281288147, 0.9999502897262573, 0.9996166229248047, 0.9999722242355347, 0.999832034111023, 0.999903678894043, 0.9999901056289673, 0.9999954700469971]",License Plate,51F63034,Vietnam,0.9999997615814209,lp_train_3037
2426,"[1, 107, 3, 50]","[0.009174311926605505, 0.981651376146789, 0.047619047619047616, 0.7936507936507936]","[0.9998509883880615, 0.99982088804245, 0.9996663331985474, 0.999882698059082, 0.9999182224273682, 0.9998805522918701, 0.999902606010437, 0.9998646974563599, 0.9999984502792358, 0.9999996423721313]",License Plate,51F59881,Vietnam,0.9999998807907104,lp_train_3038
2427,"[2, 100, 13, 54]","[0.019417475728155338, 0.970873786407767, 0.22807017543859648, 0.9473684210526315]","[0.9994947910308838, 0.9999784231185913, 0.9999936819076538, 0.9999918937683105, 0.9999755620956421, 0.9999258518218994, 0.9999858140945435, 0.9999393224716187, 0.9999735355377197, 0.9999929666519165]",License Plate,51A01204,Vietnam,1.0,lp_train_3039
2428,"[5, 783, 0, 426]","[0.005827505827505828, 0.9125874125874126, 0.0, 1.0]","[0.5192884802818298, 0.2959786057472229, 0.6590732336044312, 0.25542762875556946, 0.39915767312049866, 0.16240471601486206, 0.5311320424079895, 0.5965805649757385, 0.7474837303161621, 0.9864675998687744]",License Plate,A5233,Belarus,0.5436825752258301,lp_train_304
2429,"[4, 107, 8, 41]","[0.035398230088495575, 0.9469026548672567, 0.13114754098360656, 0.6721311475409836]","[0.9983513355255127, 0.9999313354492188, 0.9998239874839783, 0.999982476234436, 0.9997877478599548, 0.9999161958694458, 0.9998929500579834, 0.999869704246521, 0.9999974966049194, 0.9999990463256836]",License Plate,51F06948,Vietnam,1.0,lp_train_3040
2430,"[0, 95, 15, 80]","[0.0, 0.9223300970873787, 0.17045454545454544, 0.9090909090909091]","[0.9961330890655518, 0.9994373917579651, 0.9995613694190979, 0.9999244213104248, 0.9989185333251953, 0.9997395873069763, 0.8863269686698914, 0.40307357907295227, 0.998940646648407, 0.9999499320983887]",License Plate,51F07913,Vietnam,0.9999990463256836,lp_train_3041
2431,"[5, 117, 1, 57]","[0.03759398496240601, 0.8796992481203008, 0.01694915254237288, 0.9661016949152542]","[0.9998884201049805, 0.9999393224716187, 0.9998084902763367, 0.9999897480010986, 0.9998692274093628, 0.9999558925628662, 0.9997771382331848, 0.9999531507492065, 0.9998798370361328, 0.9999828338623047]",License Plate,51F07973,Vietnam,1.0,lp_train_3042
2432,"[2, 106, 5, 51]","[0.017857142857142856, 0.9464285714285714, 0.078125, 0.796875]","[0.9999350309371948, 0.9998602867126465, 0.9997740387916565, 0.9999552965164185, 0.9998012185096741, 0.9995678067207336, 0.9996527433395386, 0.9999321699142456, 0.9999771118164062, 0.9999960660934448]",License Plate,51F61712,Vietnam,0.9999997615814209,lp_train_3043
2433,"[0, 45, 2, 9]","[0.0, 0.9782608695652174, 0.18181818181818182, 0.8181818181818182]","[0.9050634503364563, 0.5986351370811462, 0.5530362725257874, 0.9256265163421631, 0.48478761315345764, 0.45153558254241943, 0.7889194488525391, 0.9995971322059631, 0.9999176263809204, 0.9999721050262451]",License Plate,MG71MWI,Romania,0.9908599257469177,lp_train_3044
2434,"[2, 108, 5, 35]","[0.017857142857142856, 0.9642857142857143, 0.1282051282051282, 0.8974358974358975]","[0.9996330738067627, 0.9999536275863647, 0.9997512698173523, 0.9999512434005737, 0.9998623132705688, 0.9997597336769104, 0.9999091625213623, 0.9999814033508301, 0.9999946355819702, 0.9999985694885254]",License Plate,51F88270,Vietnam,0.9999997615814209,lp_train_3045
2435,"[9, 114, 5, 30]","[0.07692307692307693, 0.9743589743589743, 0.12195121951219512, 0.7317073170731707]","[0.9995450377464294, 0.9999111890792847, 0.9996516704559326, 0.9999561309814453, 0.9995228052139282, 0.9999852180480957, 0.999868631362915, 0.999940037727356, 0.9999979734420776, 0.999998927116394]",License Plate,51F63034,Vietnam,1.0,lp_train_3046
2436,"[1, 111, 11, 57]","[0.008849557522123894, 0.9823008849557522, 0.171875, 0.890625]","[0.9998512268066406, 0.9999669790267944, 0.9999940395355225, 0.9999756813049316, 0.9999403953552246, 0.9999222755432129, 0.9999734163284302, 0.9999516010284424, 0.9999974966049194, 0.9999985694885254]",License Plate,51A69172,Vietnam,0.9999998807907104,lp_train_3047
2437,"[0, 113, 7, 71]","[0.0, 0.9658119658119658, 0.08974358974358974, 0.9102564102564102]","[0.9997603297233582, 0.9999701976776123, 0.9997115731239319, 0.9998939037322998, 0.9998503923416138, 0.9998106360435486, 0.9991229176521301, 0.9999575614929199, 0.9999935626983643, 0.9999977350234985]",License Plate,51F16159,Vietnam,1.0,lp_train_3048
2438,"[4, 120, 25, 58]","[0.03125, 0.9375, 0.3472222222222222, 0.8055555555555556]","[0.5576609969139099, 0.9985816478729248, 0.9994530081748962, 0.9984843134880066, 0.9996656179428101, 0.9992677569389343, 0.9977803826332092, 0.9997968077659607, 0.9999969005584717, 0.9999983310699463]",License Plate,TA96141,Spain,0.9158275127410889,lp_train_3049
2439,"[1, 237, 0, 113]","[0.004149377593360996, 0.983402489626556, 0.0, 0.9576271186440678]","[0.9998021721839905, 0.9999468326568604, 0.9997398257255554, 0.9999693632125854, 0.999936580657959, 0.999593198299408, 0.9998563528060913, 0.999991774559021, 0.9999961853027344, 0.9999977350234985]",License Plate,HBS6308,Mexico,0.9910835027694702,lp_train_305
2440,"[7, 115, 2, 61]","[0.05982905982905983, 0.9829059829059829, 0.03125, 0.953125]","[0.9997357726097107, 0.9999372959136963, 0.9999970197677612, 0.9999520778656006, 0.999987006187439, 0.9999115467071533, 0.99978107213974, 0.9980033040046692, 0.999916672706604, 0.9999921321868896]",License Plate,51A60216,Vietnam,1.0,lp_train_3050
2441,"[1, 94, 8, 37]","[0.010416666666666666, 0.9791666666666666, 0.18604651162790697, 0.8604651162790697]","[0.9998601675033569, 0.999970555305481, 0.9999958276748657, 0.9999784231185913, 0.9999213218688965, 0.9999396800994873, 0.9999732971191406, 0.9999661445617676, 0.9999964237213135, 0.9999992847442627]",License Plate,51A69172,Vietnam,0.9999998807907104,lp_train_3051
2442,"[3, 93, 2, 53]","[0.031914893617021274, 0.9893617021276596, 0.03571428571428571, 0.9464285714285714]","[0.9998383522033691, 0.9999575614929199, 0.999994158744812, 0.9999728202819824, 0.9999369382858276, 0.9998358488082886, 0.9999626874923706, 0.9999314546585083, 0.9999973773956299, 0.9999995231628418]",License Plate,51A69172,Vietnam,0.9999997615814209,lp_train_3052
2443,"[1, 96, 5, 44]","[0.010309278350515464, 0.9896907216494846, 0.09803921568627451, 0.8627450980392157]","[0.9999090433120728, 0.9997636675834656, 0.9994581341743469, 0.999916672706604, 0.9998144507408142, 0.9998680353164673, 0.9996212720870972, 0.9999359846115112, 0.9999957084655762, 0.9999973773956299]",License Plate,51F16159,Vietnam,0.9999994039535522,lp_train_3053
2444,NA,NA,NA,NA,NA,NA,NA,lp_train_3054
2445,"[1, 102, 6, 35]","[0.009523809523809525, 0.9714285714285714, 0.14285714285714285, 0.8333333333333334]","[0.9998144507408142, 0.9998995065689087, 0.9990449547767639, 0.9999353885650635, 0.9994619488716125, 0.998767614364624, 0.9998036026954651, 0.9998973608016968, 0.9999992847442627, 0.9999997615814209]",License Plate,51F15585,Vietnam,0.9999996423721313,lp_train_3055
2446,"[6, 106, 6, 64]","[0.05405405405405406, 0.954954954954955, 0.09090909090909091, 0.9696969696969697]","[0.999126136302948, 0.999805748462677, 0.9996339082717896, 0.9998698234558105, 0.9996602535247803, 0.9997015595436096, 0.9997289776802063, 0.9772941470146179, 0.9999799728393555, 0.9999967813491821]",License Plate,51F22261,Vietnam,1.0,lp_train_3056
2447,"[2, 99, 2, 36]","[0.0196078431372549, 0.9705882352941176, 0.05555555555555555, 1.0]","[0.9999586343765259, 0.9999830722808838, 0.9999935626983643, 0.9999246597290039, 0.9998761415481567, 0.9999525547027588, 0.9999047517776489, 0.999971866607666, 0.9999947547912598, 0.9999992847442627]",License Plate,60A35981,Vietnam,1.0,lp_train_3057
2448,"[0, 96, 4, 52]","[0.0, 0.9795918367346939, 0.07407407407407407, 0.9629629629629629]","[0.9998038411140442, 0.9999374151229858, 0.9995942711830139, 0.9998347759246826, 0.9998319149017334, 0.9996731281280518, 0.9994971752166748, 0.9999750852584839, 0.999981164932251, 0.9999927282333374]",License Plate,51F58250,Vietnam,0.9999998807907104,lp_train_3058
2449,NA,NA,NA,NA,NA,NA,NA,lp_train_3059
2450,"[0, 379, 0, 186]","[0.0, 0.9869791666666666, 0.0, 1.0]","[0.991442859172821, 0.9996678829193115, 0.9991353154182434, 0.999835729598999, 0.9998088479042053, 0.9994437098503113, 0.9989727735519409, 0.9999880790710449, 0.9999982118606567, 0.9999951124191284]",License Plate,GZZ1970,Mexico,0.9999997615814209,lp_train_306
2451,"[0, 111, 4, 48]","[0.0, 0.9910714285714286, 0.07272727272727272, 0.8727272727272727]","[0.9999114274978638, 0.9999022483825684, 0.9996997117996216, 0.9998716115951538, 0.9998863935470581, 0.9999788999557495, 0.9998500347137451, 0.9997987151145935, 0.9999953508377075, 0.9999984502792358]",License Plate,51F59011,Vietnam,0.9999998807907104,lp_train_3060
2452,"[0, 111, 3, 40]","[0.0, 0.9823008849557522, 0.07317073170731707, 0.975609756097561]","[0.9998754262924194, 0.9999569654464722, 0.9999912977218628, 0.999897837638855, 0.9999887943267822, 0.9999885559082031, 0.9999929666519165, 0.9999579191207886, 0.9999984502792358, 0.9999992847442627]",License Plate,61A30001,Vietnam,1.0,lp_train_3061
2453,"[11, 106, 5, 36]","[0.10185185185185185, 0.9814814814814815, 0.12195121951219512, 0.8780487804878049]","[0.999972939491272, 0.9999850988388062, 0.9999955892562866, 0.9999405145645142, 0.9999144077301025, 0.99992835521698, 0.9998668432235718, 0.9999551773071289, 0.9999895095825195, 0.9999960660934448]",License Plate,61A22959,Vietnam,0.9999998807907104,lp_train_3062
