,bbox,confidence,label,text,region,region_confidence,file_path
1310,"[4, 78, 2, 35]","[0.99985671043396, 0.9999222755432129, 0.9998076558113098, 0.999784529209137, 0.9998724460601807, 0.9998908042907715, 0.9993677735328674, 0.9999262094497681, 0.9999874830245972, 0.9999958276748657]",License Plate,51F76354,Vietnam,1.0,lp_train_2614
1311,"[7, 85, 14, 68]","[0.9994252920150757, 0.9998342990875244, 0.999833345413208, 0.9821814894676208, 0.9998028874397278, 0.9761609435081482, 0.9997504353523254, 0.9996902942657471, 0.9999216794967651, 0.9999293088912964]",License Plate,59E151207,Vietnam,0.9999985694885254,lp_train_5327
1312,"[1, 107, 0, 33]","[0.9998775720596313, 0.9999583959579468, 0.9999481439590454, 0.9999903440475464, 0.9999281167984009, 0.9999860525131226, 0.9999958276748657, 0.9999997615814209, 0.9999998807907104, 0.9999997615814209]",License Plate,YJ89HJ,Netherlands,0.9999995231628418,lp_train_052
1313,NA,NA,NA,NA,NA,NA,lp_train_052
1314,"[1, 104, 2, 28]","[0.9769200086593628, 0.9999334812164307, 0.9999867677688599, 0.9999912977218628, 0.9997828602790833, 0.9998782873153687, 0.9999089241027832, 0.999975323677063, 0.9999924898147583, 0.9999973773956299]",License Plate,51A05227,Vietnam,1.0,lp_train_2254
1315,NA,NA,NA,NA,NA,NA,lp_train_6262
1316,NA,NA,NA,NA,NA,NA,lp_train_4395
1317,NA,NA,NA,NA,NA,NA,lp_train_4395
1318,"[1, 85, 0, 70]","[0.9998277425765991, 0.9999628067016602, 0.9999533891677856, 0.9999895095825195, 0.999924898147583, 0.9999219179153442, 0.9999566078186035, 0.9998717308044434, 0.9999852180480957, 0.9998728036880493]",License Plate,59D162787,Vietnam,0.9999703168869019,lp_train_5664
1319,NA,NA,NA,NA,NA,NA,lp_train_5161
1320,"[3, 96, 1, 42]","[0.9998984336853027, 0.9999338388442993, 0.9995953440666199, 0.9999308586120605, 0.9999345541000366, 0.9998871088027954, 0.999893307685852, 0.9996335506439209, 0.9999892711639404, 0.9999980926513672]",License Plate,51G39466,Vietnam,0.9999998807907104,lp_train_2815
1321,"[2, 126, 1, 51]","[0.999922513961792, 0.999933123588562, 0.9996216297149658, 0.9999034404754639, 0.9996373653411865, 0.9996672868728638, 0.9998140931129456, 0.999948263168335, 0.9999932050704956, 0.9999966621398926]",License Plate,52Z9755,Vietnam,0.9998235106468201,lp_train_2227
1322,NA,NA,NA,NA,NA,NA,lp_train_3620
1323,"[8, 84, 2, 68]","[0.9998565912246704, 0.9999239444732666, 0.9999532699584961, 0.9998358488082886, 0.9999204874038696, 0.999915361404419, 0.9998114705085754, 0.9999221563339233, 0.9999306201934814, 0.9993007183074951]",License Plate,59K169323,Vietnam,0.9999842643737793,lp_train_5673
1324,"[1, 107, 1, 30]","[0.9996898174285889, 0.999303936958313, 0.9999499320983887, 0.9998613595962524, 0.9996022582054138, 0.9996718168258667, 0.9994180202484131, 0.9999716281890869, 0.9999970197677612, 0.9999985694885254]",License Plate,30N4616,Vietnam,0.999980092048645,lp_train_659
1325,NA,NA,NA,NA,NA,NA,lp_train_6150
1326,"[2, 82, 4, 26]","[0.9996335506439209, 0.9999842643737793, 0.9999972581863403, 0.9999501705169678, 0.9999229907989502, 0.9998785257339478, 0.9999343156814575, 0.9999818801879883, 0.9999943971633911, 0.999997615814209]",License Plate,51A77529,Vietnam,1.0,lp_train_500
1327,"[0, 90, 2, 79]","[0.9996432065963745, 0.9928271174430847, 0.890576183795929, 0.9999449253082275, 0.999792754650116, 0.9999419450759888, 0.9996768236160278, 0.9989792704582214, 0.9990599751472473, 0.9998629093170166]",License Plate,77F130577,Vietnam,0.9999997615814209,lp_train_6721
1328,"[7, 127, 4, 42]","[0.9999133348464966, 0.9999557733535767, 0.9996230602264404, 0.999956488609314, 0.999839186668396, 0.9998465776443481, 0.9999375343322754, 0.999962329864502, 0.9999765157699585, 0.9999938011169434]",License Plate,51G22237,Vietnam,1.0,lp_train_2111
1329,NA,NA,NA,NA,NA,NA,lp_train_4348
1330,NA,NA,NA,NA,NA,NA,lp_train_4173
1331,NA,NA,NA,NA,NA,NA,lp_train_6237
1332,NA,NA,NA,NA,NA,NA,lp_train_1864
1333,"[28, 1073, 32, 642]","[0.9998860359191895, 0.9998511075973511, 0.9997350573539734, 0.9996724128723145, 0.999688982963562, 0.999854564666748, 0.9998879432678223, 0.9999973773956299, 0.9999995231628418, 0.9999991655349731]",License Plate,A983FFT,Mexico,0.9941761493682861,lp_train_4162
1334,"[1, 144, 3, 45]","[0.999714195728302, 0.9999294281005859, 0.9997497200965881, 0.9998836517333984, 0.9999324083328247, 0.9998617172241211, 0.9998730421066284, 0.9999152421951294, 0.9999986886978149, 0.9999995231628418]",License Plate,51F59881,Vietnam,1.0,lp_train_2163
1335,"[5, 94, 0, 79]","[0.9998648166656494, 0.9999496936798096, 0.9998331069946289, 0.999946117401123, 0.9999457597732544, 0.9998106360435486, 0.9999022483825684, 0.9999711513519287, 0.999947190284729, 0.9999947547912598]",License Plate,71H19657,Vietnam,0.9999909400939941,lp_train_6499
1336,NA,NA,NA,NA,NA,NA,lp_train_6051
1337,"[1, 89, 0, 72]","[0.9999337196350098, 0.9996023774147034, 0.999544084072113, 0.9999858140945435, 0.9998526573181152, 0.999729335308075, 0.9994623064994812, 0.9999428987503052, 0.9999731779098511, 0.999897837638855]",License Plate,48B128807,Vietnam,0.9999945163726807,lp_train_6513
1338,"[2, 93, 1, 25]","[0.9981564879417419, 0.9999212026596069, 0.999250590801239, 0.9999426603317261, 0.9999057054519653, 0.9998003840446472, 0.9998856782913208, 0.9998233914375305, 0.9999555349349976, 0.9999864101409912]",License Plate,51G51292,Vietnam,0.9999994039535522,lp_train_589
1339,NA,NA,NA,NA,NA,NA,lp_train_6007
1340,"[0, 153, 0, 78]","[0.9996306896209717, 0.9998842477798462, 0.9998925924301147, 0.998737633228302, 0.9998509883880615, 0.6340506672859192, 0.9998772144317627, 0.9999970197677612, 0.999997615814209, 0.9999978542327881]",License Plate,749ADO,United States,0.9999244213104248,lp_train_4504
1341,NA,NA,NA,NA,NA,NA,lp_train_6852
1342,"[1, 98, 0, 20]","[0.9948181509971619, 0.9999197721481323, 0.9992214441299438, 0.999984860420227, 0.9997994303703308, 0.9998278617858887, 0.9999271631240845, 0.9998507499694824, 0.999997615814209, 0.9999994039535522]",License Plate,51F06948,Vietnam,0.9999994039535522,lp_train_822
1343,NA,NA,NA,NA,NA,NA,lp_train_4289
1344,NA,NA,NA,NA,NA,NA,lp_train_3509
1345,"[0, 177, 3, 97]","[0.9519564509391785, 0.8633090257644653, 0.9915733933448792, 0.9769609570503235, 0.994107723236084, 0.9891874194145203, 0.9961413741111755, 0.9985382556915283, 0.9999604225158691, 0.9999783039093018]",License Plate,PK92277,United States,0.7089642286300659,lp_train_138
1346,NA,NA,NA,NA,NA,NA,lp_train_138
1347,"[88, 1234, 96, 751]","[0.9988799691200256, 0.9999243021011353, 0.9998965263366699, 0.9999258518218994, 0.9999364614486694, 0.9999790191650391, 0.9995926022529602, 0.9999843835830688, 0.9999927282333374, 0.999995231628418]",License Plate,HAA296E,Mexico,0.9999991655349731,lp_train_4115
1348,"[1, 110, 5, 31]","[0.9626964926719666, 0.9998712539672852, 0.999601423740387, 0.9999463558197021, 0.99983811378479, 0.9997960925102234, 0.9998817443847656, 0.9999345541000366, 0.9999966621398926, 0.9999988079071045]",License Plate,51F88270,Vietnam,0.9999997615814209,lp_train_1922
1349,"[0, 329, 9, 125]","[0.9995055198669434, 0.999697208404541, 0.9992689490318298, 0.9674521088600159, 0.993302583694458, 0.998660683631897, 0.9995121955871582, 0.9998692274093628, 0.9997175335884094, 0.9998438358306885]",License Plate,0231,Belgium,0.9858793616294861,lp_train_4944
1350,"[2, 93, 2, 26]","[0.9998999834060669, 0.9999821186065674, 0.999993085861206, 0.9999253749847412, 0.9998923540115356, 0.9998180270195007, 0.9999493360519409, 0.9999672174453735, 0.9999958276748657, 0.999998927116394]",License Plate,51A77529,Vietnam,0.9999986886978149,lp_train_1283
1351,"[117, 991, 24, 543]","[0.9999501705169678, 0.9999241828918457, 0.9999256134033203, 0.9998737573623657, 0.9997887015342712, 0.9997872710227966, 0.999886155128479, 0.9999964237213135, 0.9999994039535522, 0.9999995231628418]",License Plate,HDK635E,Mexico,0.9999815225601196,lp_train_4119
1352,"[4, 315, 8, 219]","[0.9999122619628906, 0.9996341466903687, 0.9972652196884155, 0.9988844990730286, 0.9999542236328125, 0.9998588562011719, 0.9997355341911316, 0.99928218126297, 0.9996960163116455, 0.9999382495880127]",License Plate,65G104942,Vietnam,0.9999971389770508,lp_train_6991
1353,"[2, 110, 0, 31]","[0.9998878240585327, 0.9999130964279175, 0.9998040795326233, 0.9999253749847412, 0.9998352527618408, 0.9999828338623047, 0.9999111890792847, 0.9998781681060791, 0.9999927282333374, 0.999997615814209]",License Plate,51G29034,Vietnam,0.9999998807907104,lp_train_641
1354,"[2, 110, 3, 29]","[0.9995003938674927, 0.999881386756897, 0.9993066787719727, 0.9998446702957153, 0.9993855953216553, 0.9996367692947388, 0.9998844861984253, 0.9999275207519531, 0.9999637603759766, 0.9999945163726807]",License Plate,51F44614,Vietnam,1.0,lp_train_962
1355,NA,NA,NA,NA,NA,NA,lp_train_381
1356,"[0, 105, 4, 36]","[0.9999009370803833, 0.9999513626098633, 0.9998130202293396, 0.9999872446060181, 0.9998175501823425, 0.9999151229858398, 0.9999333620071411, 0.999947190284729, 0.9999679327011108, 0.999987006187439]",License Plate,51F07973,Vietnam,0.9999998807907104,lp_train_1481
1357,"[4, 92, 5, 29]","[0.999829888343811, 0.9999535083770752, 0.9997144341468811, 0.9999896287918091, 0.9997243285179138, 0.9999477863311768, 0.9999500513076782, 0.9999587535858154, 0.999996542930603, 0.9999986886978149]",License Plate,51F04877,Vietnam,1.0,lp_train_1079
1358,"[116, 1095, 118, 388]","[0.9986628293991089, 0.9992573857307434, 0.9998412132263184, 0.9998281002044678, 0.9998564720153809, 0.9997839331626892, 0.9999219179153442, 0.999985933303833, 0.9999945163726807, 0.9999954700469971]",License Plate,HAJ315D,Mexico,0.9999953508377075,lp_train_4089
1359,"[0, 99, 12, 60]","[0.11871353536844254, 0.5225250720977783, 0.691807210445404, 0.6078633666038513, 0.6298642754554749, 0.7812147736549377, 0.9398691058158875, 0.9457681775093079, 0.9994741082191467, 0.9997739195823669]",License Plate,1A05177,Bosnia and Herzegovina,0.3064829707145691,lp_train_2611
1360,"[0, 138, 0, 53]","[0.999950647354126, 0.9999774694442749, 0.9999808073043823, 0.999956488609314, 0.9999350309371948, 0.9997931122779846, 0.9999223947525024, 0.9999974966049194, 0.9999996423721313, 0.9999995231628418]",License Plate,TL03GOG,Romania,0.9999998807907104,lp_train_4197
1361,"[1, 45, 1, 14]","[0.8901500701904297, 0.9998266100883484, 0.9991112351417542, 0.9995790123939514, 0.9982230067253113, 0.9989281296730042, 0.9601008892059326, 0.9990022778511047, 0.9999129772186279, 0.9999901056289673]",License Plate,30A39951,Vietnam,0.9999991655349731,lp_train_3356
1362,NA,NA,NA,NA,NA,NA,lp_train_5602
1363,"[3, 75, 1, 35]","[0.9942687749862671, 0.9999672174453735, 0.9999947547912598, 0.9999803304672241, 0.9998898506164551, 0.9998984336853027, 0.9999293088912964, 0.9999868869781494, 0.9999706745147705, 0.9999974966049194]",License Plate,51A05227,Vietnam,1.0,lp_train_3205
1364,NA,NA,NA,NA,NA,NA,lp_train_4544
1365,NA,NA,NA,NA,NA,NA,lp_train_5962
1366,"[44, 1030, 41, 650]","[0.9998716115951538, 0.9435519576072693, 0.9998080134391785, 0.9996504783630371, 0.8746542930603027, 0.8996662497520447, 0.9997913241386414, 0.9999070167541504, 0.9999754428863525, 0.9999874830245972]",License Plate,TOMNOOK,United States,0.9878879189491272,lp_train_4869
1367,NA,NA,NA,NA,NA,NA,lp_train_5971
1368,"[0, 88, 5, 77]","[0.9998369216918945, 0.9998248219490051, 0.9999034404754639, 0.9998143315315247, 0.9997007846832275, 0.9997873902320862, 0.9998632669448853, 0.9999667406082153, 0.9996908903121948, 0.9999748468399048]",License Plate,47K29950,Vietnam,0.999980092048645,lp_train_5546
1369,"[0, 368, 0, 189]","[0.9998414516448975, 0.9998489618301392, 0.99992835521698, 0.9998754262924194, 0.9999381303787231, 0.9999102354049683, 0.9999337196350098, 0.9998786449432373, 0.9999891519546509, 0.9999943971633911]",License Plate,HB2705B,Mexico,0.9998487234115601,lp_train_303
1370,NA,NA,NA,NA,NA,NA,lp_train_6370
1371,"[1, 74, 2, 20]","[0.33937734365463257, 0.9945632815361023, 0.9601643085479736, 0.9938032627105713, 0.9979528188705444, 0.9987980127334595, 0.9977141618728638, 0.9935482144355774, 0.9930492639541626, 0.9993728995323181]",License Plate,20LD04411,Vietnam,0.9999969005584717,lp_train_1210
1372,NA,NA,NA,NA,NA,NA,lp_train_5295
1373,"[6, 270, 5, 72]","[0.9990015625953674, 0.999671220779419, 0.9992109537124634, 0.9995393753051758, 0.9981914162635803, 0.9989481568336487, 0.9957414865493774, 0.9992110729217529, 0.9993771910667419, 0.9989593029022217]",License Plate,80NG01101,Vietnam,0.9958064556121826,lp_train_4414
1374,"[2, 106, 2, 27]","[0.9998482465744019, 0.9999294281005859, 0.9996927976608276, 0.9999315738677979, 0.9994593262672424, 0.9998088479042053, 0.9999866485595703, 0.9999244213104248, 0.9999992847442627, 0.9999995231628418]",License Plate,51F24403,Vietnam,1.0,lp_train_2236
1375,"[3, 69, 5, 56]","[0.9995513558387756, 0.9997256398200989, 0.9998461008071899, 0.9973198771476746, 0.999923586845398, 0.9998083710670471, 0.9999241828918457, 0.9997920393943787, 0.9998738765716553, 0.9999148845672607]",License Plate,59F131469,Vietnam,0.9999998807907104,lp_train_6390
1376,"[128, 1110, 18, 589]","[0.9992115497589111, 0.9996285438537598, 0.9999691247940063, 0.9999076128005981, 0.999915361404419, 0.9999284744262695, 0.9999172687530518, 0.9999892711639404, 0.9999974966049194, 0.9999980926513672]",License Plate,HFY296A,Mexico,0.9999991655349731,lp_train_4107
1377,NA,NA,NA,NA,NA,NA,lp_train_6071
1378,"[2, 98, 12, 59]","[0.9995817542076111, 0.9995111227035522, 0.9998082518577576, 0.999546229839325, 0.999563992023468, 0.9997454285621643, 0.9989438652992249, 0.999980092048645, 0.9999982118606567, 0.9999994039535522]",License Plate,56S4698,Vietnam,0.9992145299911499,lp_train_2680
1379,NA,NA,NA,NA,NA,NA,lp_train_3843
1380,"[35, 220, 8, 114]","[0.9999841451644897, 0.9999769926071167, 0.999984622001648, 0.9999784231185913, 0.9999467134475708, 0.9999330043792725, 0.9999988079071045, 1.0, 1.0, 1.0]",License Plate,PMS666,Sweden,0.9999346733093262,lp_train_4917
1381,"[6, 114, 16, 54]","[0.9997301697731018, 0.9999480247497559, 0.9999934434890747, 0.9999606609344482, 0.9999016523361206, 0.9999313354492188, 0.999956488609314, 0.9999691247940063, 0.9999922513961792, 0.9999967813491821]",License Plate,51A89714,Vietnam,0.9999995231628418,lp_train_3170
1382,"[3, 93, 2, 53]","[0.9998383522033691, 0.9999575614929199, 0.999994158744812, 0.9999728202819824, 0.9999369382858276, 0.9998358488082886, 0.9999626874923706, 0.9999314546585083, 0.9999973773956299, 0.9999995231628418]",License Plate,51A69172,Vietnam,0.9999997615814209,lp_train_3052
1383,"[4, 105, 7, 60]","[0.9998658895492554, 0.9999289512634277, 0.9999861717224121, 0.999956488609314, 0.9999009370803833, 0.9997302889823914, 0.9987667798995972, 0.9999582767486572, 0.9999890327453613, 0.9999966621398926]",License Plate,51A89714,Vietnam,0.9999985694885254,lp_train_2960
1384,NA,NA,NA,NA,NA,NA,lp_train_6613
1385,NA,NA,NA,NA,NA,NA,lp_train_5103
1386,NA,NA,NA,NA,NA,NA,lp_train_3351
1387,"[1, 98, 0, 27]","[0.9998674392700195, 0.9999631643295288, 0.9997765421867371, 0.9998685121536255, 0.9999545812606812, 0.9999123811721802, 0.9999730587005615, 0.9992683529853821, 0.9998542070388794, 0.9995868802070618]",License Plate,50LD04411,Vietnam,0.9999998807907104,lp_train_3172
1388,"[10, 85, 9, 61]","[0.9998388290405273, 0.9791680574417114, 0.9999189376831055, 0.9998364448547363, 0.9999308586120605, 0.999262273311615, 0.999954342842102, 0.9997949004173279, 0.9997590184211731, 0.9998904466629028]",License Plate,51K59102,Vietnam,0.9998873472213745,lp_train_6736
1389,"[0, 114, 0, 42]","[0.9982283711433411, 0.9999269247055054, 0.9997630715370178, 0.9999573230743408, 0.9995396137237549, 0.9998317956924438, 0.9999752044677734, 0.9998749494552612, 0.9999992847442627, 0.9999997615814209]",License Plate,51F82606,Vietnam,1.0,lp_train_1955
1390,"[6, 108, 2, 33]","[0.9998937845230103, 0.9999206066131592, 0.9997217059135437, 0.99989914894104, 0.9999034404754639, 0.9998832941055298, 0.9999276399612427, 0.9999319314956665, 0.9999990463256836, 0.9999997615814209]",License Plate,51F59881,Vietnam,1.0,lp_train_433
1391,"[0, 168, 0, 40]","[0.9999943971633911, 0.9998499155044556, 0.9997082352638245, 0.9999423027038574, 0.9997556805610657, 0.9997225403785706, 0.999606192111969, 0.9979524612426758, 0.999991774559021, 0.9999985694885254]",License Plate,SDN7484U,Singapore,0.9999607801437378,lp_train_3956
1392,"[1, 80, 5, 49]","[0.9994854927062988, 0.9999366998672485, 0.9999943971633911, 0.9999805688858032, 0.9998708963394165, 0.9998869895935059, 0.9996320009231567, 0.9746893048286438, 0.9992130994796753, 0.9999239444732666]",License Plate,51A05227,Vietnam,0.9999998807907104,lp_train_3096
1393,"[1, 95, 3, 35]","[0.9998824596405029, 0.9999692440032959, 0.9999949932098389, 0.9999691247940063, 0.9998999834060669, 0.9999485015869141, 0.9999563694000244, 0.9999690055847168, 0.999966025352478, 0.9999951124191284]",License Plate,51A89714,Vietnam,0.9999998807907104,lp_train_1599
1394,"[3, 109, 1, 33]","[0.9998179078102112, 0.9999620914459229, 0.9998592138290405, 0.9999488592147827, 0.9998536109924316, 0.9998658895492554, 0.9999368190765381, 0.9999852180480957, 0.9999942779541016, 0.9999971389770508]",License Plate,51F88270,Vietnam,1.0,lp_train_1575
1395,"[2, 83, 3, 24]","[0.9997705817222595, 0.9999514818191528, 0.999664306640625, 0.9998910427093506, 0.9998420476913452, 0.9997026324272156, 0.9999383687973022, 0.999954342842102, 0.999990701675415, 0.999998927116394]",License Plate,51F88270,Vietnam,0.9999991655349731,lp_train_640
1396,"[0, 93, 0, 24]","[0.9998173117637634, 0.9999533891677856, 0.999488353729248, 0.9999489784240723, 0.9993091821670532, 0.999795138835907, 0.9999762773513794, 0.9999041557312012, 0.999998927116394, 0.9999995231628418]",License Plate,51F24403,Vietnam,1.0,lp_train_1829
1397,"[0, 138, 8, 100]","[0.9995286464691162, 0.9985729455947876, 0.9998856782913208, 0.9994387030601501, 0.9999364614486694, 0.9999446868896484, 0.999971866607666, 0.9995280504226685, 0.9999200105667114, 0.9998261332511902]",License Plate,65D104017,Vietnam,0.9999741315841675,lp_train_7003
1398,"[6, 91, 9, 76]","[0.9997420907020569, 0.9998912811279297, 0.9999649524688721, 0.9985672235488892, 0.9998573064804077, 0.9999489784240723, 0.9998464584350586, 0.9997357726097107, 0.9999351501464844, 0.9999821186065674]",License Plate,59E170762,Vietnam,0.9999814033508301,lp_train_5382
1399,NA,NA,NA,NA,NA,NA,lp_train_4498
1400,"[12, 96, 7, 74]","[0.9997971653938293, 0.9998795986175537, 0.9939549565315247, 0.9996463060379028, 0.9972487092018127, 0.9998680353164673, 0.9999001026153564, 0.9998118281364441, 0.9998925924301147, 0.9999475479125977]",License Plate,59Z119632,Vietnam,0.9999992847442627,lp_train_6845
1401,NA,NA,NA,NA,NA,NA,lp_train_4328
1402,"[1, 118, 5, 35]","[0.9998489618301392, 0.9999755620956421, 0.9999842643737793, 0.9999151229858398, 0.999813973903656, 0.999861478805542, 0.9999314546585083, 0.9999202489852905, 0.9999961853027344, 0.9999982118606567]",License Plate,51A85325,Vietnam,0.9999892711639404,lp_train_2147
1403,"[0, 80, 5, 43]","[0.9997251629829407, 0.9999531507492065, 0.9999953508377075, 0.9999878406524658, 0.9998468160629272, 0.9999403953552246, 0.9998266100883484, 0.999896764755249, 0.9999873638153076, 0.9999958276748657]",License Plate,51A02923,Vietnam,0.9999997615814209,lp_train_2859
1404,"[0, 97, 2, 28]","[0.9998865127563477, 0.9999501705169678, 0.9998296499252319, 0.9999918937683105, 0.9997448325157166, 0.9999202489852905, 0.9999382495880127, 0.9999722242355347, 0.9999974966049194, 0.9999996423721313]",License Plate,51F02687,Vietnam,1.0,lp_train_1692
1405,"[0, 38, 1, 11]","[0.22264859080314636, 0.4013456106185913, 0.42482802271842957, 0.34983283281326294, 0.23444660007953644, 0.19564755260944366, 0.3502039909362793, 0.6518517136573792, 0.9858407974243164, 0.9982786178588867]",License Plate,5AF1380,Greece,0.5096060633659363,lp_train_3739
1406,"[4, 105, 4, 27]","[0.999739944934845, 0.9999582767486572, 0.9995940327644348, 0.9999188184738159, 0.9994834661483765, 0.9998207688331604, 0.9999717473983765, 0.9998883008956909, 0.999998927116394, 0.9999996423721313]",License Plate,51F24403,Vietnam,1.0,lp_train_890
1407,"[0, 109, 1, 37]","[0.9705529808998108, 0.9998315572738647, 0.9995610117912292, 0.999853253364563, 0.9998666048049927, 0.9996751546859741, 0.9998216032981873, 0.9993103742599487, 0.999991774559021, 0.9999974966049194]",License Plate,51G39466,Vietnam,0.9999997615814209,lp_train_2283
1408,"[0, 97, 1, 33]","[0.99895179271698, 0.9999319314956665, 0.9995304346084595, 0.9999533891677856, 0.999510645866394, 0.9992668032646179, 0.9998332262039185, 0.999890923500061, 0.999998927116394, 0.9999997615814209]",License Plate,51F15585,Vietnam,1.0,lp_train_1589
1409,"[1, 97, 2, 27]","[0.9999096393585205, 0.999843955039978, 0.9999929666519165, 0.9999806880950928, 0.9997033476829529, 0.9995242357254028, 0.9999024868011475, 0.9999239444732666, 0.9999983310699463, 0.9999998807907104]",License Plate,62A05516,Vietnam,1.0,lp_train_716
1410,"[0, 87, 4, 30]","[0.9999380111694336, 0.9998832941055298, 0.9997566342353821, 0.9999587535858154, 0.9998019337654114, 0.9998394250869751, 0.9998301267623901, 0.9999531507492065, 0.9999983310699463, 0.9999995231628418]",License Plate,51F61712,Vietnam,0.9999995231628418,lp_train_1051
1411,"[2, 117, 15, 85]","[0.9992204904556274, 0.9999338388442993, 0.9997976422309875, 0.9999427795410156, 0.999824583530426, 0.9998843669891357, 0.9997263550758362, 0.9998732805252075, 0.99997878074646, 0.9999927282333374]",License Plate,51F88270,Vietnam,0.9999997615814209,lp_train_2166
1412,NA,NA,NA,NA,NA,NA,lp_train_5355
1413,NA,NA,NA,NA,NA,NA,lp_train_6047
1414,"[1, 58, 0, 16]","[0.9995911717414856, 0.9999185800552368, 0.9993268251419067, 0.9998928308486938, 0.9995986819267273, 0.9998212456703186, 0.999800980091095, 0.9980362057685852, 0.9998961687088013, 0.9999741315841675]",License Plate,51G37675,Vietnam,0.9999998807907104,lp_train_2324
1415,"[1, 97, 8, 56]","[0.9999204874038696, 0.9998936653137207, 0.9999887943267822, 0.9999583959579468, 0.9999622106552124, 0.9999644756317139, 0.9999146461486816, 0.9999288320541382, 0.9999812841415405, 0.9999978542327881]",License Plate,29A51796,Vietnam,1.0,lp_train_3134
1416,NA,NA,NA,NA,NA,NA,lp_train_5695
1417,"[5, 84, 9, 67]","[0.9971500039100647, 0.9998384714126587, 0.999721348285675, 0.9887195229530334, 0.9998834133148193, 0.9996022582054138, 0.9997978806495667, 0.9996097683906555, 0.9999380111694336, 0.9999343156814575]",License Plate,59N176654,Vietnam,0.9999996423721313,lp_train_6553
1418,"[1, 101, 1, 26]","[0.9997077584266663, 0.9999456405639648, 0.9999934434890747, 0.9999172687530518, 0.9999805688858032, 0.9998700618743896, 0.9998997449874878, 0.999925971031189, 0.9999936819076538, 0.9999984502792358]",License Plate,51A60216,Vietnam,0.9999991655349731,lp_train_1671
1419,NA,NA,NA,NA,NA,NA,lp_train_510
1420,NA,NA,NA,NA,NA,NA,lp_train_171
1421,NA,NA,NA,NA,NA,NA,lp_train_171
1422,"[4, 318, 1, 154]","[0.999858021736145, 0.9994606375694275, 0.9997895359992981, 0.9999815225601196, 0.9999567270278931, 0.9999864101409912, 0.9999954700469971, 0.999998927116394, 0.9999995231628418, 0.9999995231628418]",License Plate,JIBA,United States,0.9969629645347595,lp_train_072
1423,"[18, 27, 58, 63]","[0.9653220176696777, 0.9877181053161621, 0.9922173023223877, 0.9897235631942749, 0.9896682500839233, 0.9902674555778503, 0.993496298789978, 0.9973827004432678, 0.9986993074417114, 0.9987975358963013]",License Plate,,Unknown,0.9996212720870972,lp_train_6914
1424,"[0, 74, 2, 22]","[0.9996293783187866, 0.9998630285263062, 0.999402642250061, 0.9999532699584961, 0.9996090531349182, 0.9984536170959473, 0.999813973903656, 0.9998319149017334, 0.9999986886978149, 0.9999992847442627]",License Plate,51F15585,Vietnam,0.9999996423721313,lp_train_1198
1425,"[0, 88, 5, 74]","[0.9998655319213867, 0.9998514652252197, 0.9999699592590332, 0.999946117401123, 0.9999141693115234, 0.9998493194580078, 0.9996128678321838, 0.9999098777770996, 0.9996629953384399, 0.9998385906219482]",License Plate,59E164141,Vietnam,0.9999938011169434,lp_train_6315
1426,"[3, 101, 2, 30]","[0.9999133348464966, 0.9999256134033203, 0.9997298121452332, 0.9999443292617798, 0.999936580657959, 0.9998737573623657, 0.999823272228241, 0.9998797178268433, 0.9999969005584717, 0.9999988079071045]",License Plate,51G51332,Vietnam,0.9999997615814209,lp_train_695
1427,"[6, 100, 8, 34]","[0.999940037727356, 0.9999353885650635, 0.9997838139533997, 0.999947190284729, 0.9999414682388306, 0.9998944997787476, 0.9999372959136963, 0.9998327493667603, 0.9999912977218628, 0.9999982118606567]",License Plate,51G39466,Vietnam,0.9999998807907104,lp_train_2941
1428,"[0, 32, 1, 10]","[0.29776376485824585, 0.27981650829315186, 0.23144690692424774, 0.2740214467048645, 0.5380930304527283, 0.8810227513313293, 0.9344820380210876, 0.9962647557258606, 0.9976972937583923, 0.9983118772506714]",License Plate,12HMM,Netherlands,0.5995052456855774,lp_train_3731
1429,"[2, 64, 0, 15]","[0.9992289543151855, 0.9988747239112854, 0.9968231916427612, 0.9995611310005188, 0.9997428059577942, 0.9997195601463318, 0.9997362494468689, 0.9959403276443481, 0.9989609718322754, 0.9989314675331116]",License Plate,50LD04411,Vietnam,0.9999994039535522,lp_train_1321
1430,NA,NA,NA,NA,NA,NA,lp_train_5896
1431,"[2, 120, 0, 43]","[0.9998480081558228, 0.9999219179153442, 0.9997174143791199, 0.9998477697372437, 0.9998711347579956, 0.9998960494995117, 0.9999172687530518, 0.9998286962509155, 0.9999992847442627, 0.9999997615814209]",License Plate,51F59881,Vietnam,0.9999997615814209,lp_train_2262
1432,"[2, 113, 0, 29]","[0.999748170375824, 0.9999477863311768, 0.9997755885124207, 0.9999886751174927, 0.9997170567512512, 0.9999420642852783, 0.9996393918991089, 0.9999163150787354, 0.9999233484268188, 0.9999769926071167]",License Plate,51F07973,Vietnam,1.0,lp_train_849
1433,NA,NA,NA,NA,NA,NA,lp_train_6089
1434,NA,NA,NA,NA,NA,NA,lp_train_6865
1435,NA,NA,NA,NA,NA,NA,lp_train_6125
1436,NA,NA,NA,NA,NA,NA,lp_train_4008
1437,NA,NA,NA,NA,NA,NA,lp_train_4008
